,job_title,company,salary,location,salary_mean,Temporality,Annualized,Seniority
457,Data Analyst,Experian,19 k € - 21 k €,Madrid,20000,Yearly,20000,Not determined
458,Data Analyst,El Español,24 k € - 26 k €,Madrid,25000,Yearly,25000,Not determined
459,Data Analyst,Seedtag,20 k € - 22 k €,Madrid,21000,Yearly,21000,Not determined
460,Data Analyst,Renault-Nissan Consulting,27 k € - 29 k €,Madrid,28000,Yearly,28000,Not determined
461,Data Analyst,Assystem,49 k € - 53 k €,Madrid,51000,Yearly,51000,Not determined
462,Data Analyst - Por mes,Prysma,955 € - 1 k €,Madrid,978,Monthly,11736,Not determined
463,Data Analyst,UNICEF,32 k € - 35 k €,Madrid,33500,Yearly,33500,Not determined
464,Data Analyst - Proveedor de servicios,Berge,24 k € - 26 k €,Madrid,25000,Yearly,25000,Not determined
465,Data Analyst,YMedia,27 k € - 29 k €,Madrid,28000,Yearly,28000,Not determined
466,Data Analyst,PA Digital,33 k € - 36 k €,Madrid,34500,Yearly,34500,Not determined
467,Data Analyst,BiP Solutions,26 k € - 28 k €,Madrid,27000,Yearly,27000,Not determined
468,Data Analyst,Statistics & Data Corporation (SDC),31 k € - 34 k €,Madrid,32500,Yearly,32500,Not determined
469,Senior Data Analyst,Santander,37 k € - 40 k €,Madrid,38500,Yearly,38500,Senior Position
470,Senior Data Analyst,Urban Science,30 k € - 33 k €,Madrid,31500,Yearly,31500,Senior Position
471,Senior Data Analyst,Altamira Asset,46 k € - 49 k €,Madrid,47500,Yearly,47500,Senior Position
472,Senior Data Analyst,Bayes Forecast,26 k € - 28 k €,Madrid,27000,Yearly,27000,Senior Position
473,Business Data Analyst,Vodafone,43 k € - 47 k €,Madrid,45000,Yearly,45000,Not determined
474,Business Data Analyst - Becario por mes,ALTEN,672 € - 739 €,Madrid,706,Monthly,8472,Internship
475,Business Data Analyst,Galp,45 k € - 49 k €,Madrid,47000,Yearly,47000,Not determined
476,Junior Data Analyst,Santander,30 k € - 32 k €,Madrid,31000,Yearly,31000,Junior Position
477,Junior Data Analyst,Minsait,25 k € - 27 k €,Madrid,26000,Yearly,26000,Junior Position
478,Associate Data Analyst,Morningstar,27 k € - 29 k €,Madrid,28000,Yearly,28000,Not determined
479,Big Data Analyst,Pragsis Technologies,47 k € - 51 k €,Madrid,49000,Yearly,49000,Not determined
480,Data Analyst Manager,EY,50 k € - 53 k €,Madrid,51500,Yearly,51500,Not determined
481,analista de datos - Becario por mes,Accenture,760 € - 833 €,Madrid,796,Monthly,9552,Internship
482,analista de datos - Proveedor de servicios,IQVIA,18 k € - 19 k €,Madrid,18500,Yearly,18500,Not determined
483,analista de datos,CLEDIGOLU,52 k € - 57 k €,Madrid,54500,Yearly,54500,Not determined
484,analista de datos,Accepta Servicios Integrales,46 k € - 49 k €,Madrid,47500,Yearly,47500,Not determined
485,Data Analyst/Developer,Spark44,29 k € - 32 k €,Madrid,30500,Yearly,30500,Not determined
486,CRM Data Analyst,ALD Automotive,45 k € - 50 k €,Madrid,47500,Yearly,47500,Not determined
487,Data Analyst,Bloomberg L.P.,44.221 £/año,London,44,Yearly,48400,Not determined
488,Data Analyst,Her Majesty's Revenue & Customs,33.879 £/año,London,34,Yearly,37400,Not determined
489,Data Analyst,Experian,31.671 £/año,London,32,Yearly,35200,Not determined
490,Data Analyst,Sport England,46.467 £/año,London,46,Yearly,50600,Not determined
491,Data Analyst,Kubrick Group,26.106 £/año,London,26,Yearly,28600,Not determined
492,Data Analyst,PwC,33.096 £/año,London,33,Yearly,36300,Not determined
493,Data Analyst,KPMG,38.444 £/año,London,38,Yearly,41800,Not determined
494,Data Analyst,Sky,40.955 £/año,London,41,Yearly,45100,Not determined
495,Data Analyst,Cision,23.689 £/año,London,24,Yearly,26400,Not determined
496,Data Analyst,EY,41.838 £/año,London,42,Yearly,46200,Not determined
497,Data Analyst,BAE Systems Applied Intelligence,39.576 £/año,London,40,Yearly,44000,Not determined
498,Data Analyst,CACI (UK),27.392 £/año,London,27,Yearly,29700,Not determined
499,Data Analyst,Deloitte,34.048 £/año,London,34,Yearly,37400,Not determined
500,Data Analyst,Ministry of Justice UK,35.550 £/año,London,36,Yearly,39600,Not determined
501,Data Analyst - Proveedor de servicios por hora,Kantar Media,29.569 £/año,London,30,Yearly,59400,Not determined
502,Data Analyst - Proveedor de servicios,Legal and General Investment Management,57.384 £/año,London,57,Yearly,62700,Not determined
503,Data Analyst,BCD Travel,26.036 £/año,London,26,Yearly,28600,Not determined
504,Data Analyst,Infectious Media,24.445 £/año,London,24,Yearly,26400,Not determined
505,Data Analyst,Tesco,55.000 £/año,London,55,Yearly,60500,Not determined
506,Data Analyst,Barclays,47.031 £/año,London,47,Yearly,51700,Not determined
507,Data Analyst,Accenture,34.876 £/año,London,35,Yearly,38500,Not determined
508,Data Analyst,Marks & Spencer,36.831 £/año,London,37,Yearly,40700,Not determined
509,Data Analyst,HSBC Holdings,17 £/h,London,17,Hourly,18700,Not determined
510,Data Analyst,HSBC Holdings,45.844 £/año,London,46,Yearly,50600,Not determined
511,Data Analyst,Capita,28.392 £/año,London,28,Yearly,30800,Not determined
512,Data Analyst,Vodafone,25.070 £/año,London,25,Yearly,27500,Not determined
513,Data Analyst,Imperial College London,38.000 £/año,London,38,Yearly,41800,Not determined
514,Data Analyst,UBS,60.558 £/año,London,61,Yearly,67100,Not determined
515,Data Analyst,Royal Mail,49.788 £/año,London,50,Yearly,55000,Not determined
516,Data Analyst,Cognizant Technology Solutions,32.067 £/año,London,32,Yearly,35200,Not determined
517,Data Analyst,FDM Group,20.071 £/año,London,20,Yearly,22000,Not determined
518,Data Analyst,BDO,28.637 £/año,London,29,Yearly,31900,Not determined
519,Data Analyst,CBRE,30.765 £/año,London,31,Yearly,34100,Not determined
520,Data Analyst,TalkTalk Group,36.558 £/año,London,37,Yearly,40700,Not determined
521,Data Analyst,Bank of England,32.089 £/año,London,32,Yearly,35200,Not determined
522,Data Analyst,OMD,28.400 £/año,London,28,Yearly,30800,Not determined
523,Data Analyst,Gamesys,32.483 £/año,London,32,Yearly,35200,Not determined
524,Data Analyst,The Telegraph,28.026 £/año,London,28,Yearly,30800,Not determined
525,Data Analyst,Radisson Hotel Group,39.472 £/año,London,39,Yearly,42900,Not determined
526,Data Analyst,Revolut,50.000 £/año,London,50,Yearly,55000,Not determined
527,Data Analyst,uSwitch,42.496 £/año,London,42,Yearly,46200,Not determined
528,Data Analyst,NHS Improvement,40.576 £/año,London,41,Yearly,45100,Not determined
529,Data Analyst,Financial Services Compensation Scheme,34.175 £/año,London,34,Yearly,37400,Not determined
530,Data Analyst,Rocket Fuel,36.725 £/año,London,37,Yearly,40700,Not determined
531,Data Analyst,The Plum Guide,35.097 £/año,London,35,Yearly,38500,Not determined
532,Data Analyst,ICX4,52.464 £/año,London,52,Yearly,57200,Not determined
533,Data Analyst - Proveedor de servicios por hora,QuantSpark,35.623 £/año,London,36,Yearly,71280,Not determined
534,Data Analyst - Proveedor de servicios por mes,ETFGI.com,24.044 £/año,London,24,Yearly,316800,Not determined
535,Data Analyst,NHS,32.651 £/año,London,33,Yearly,36300,Not determined
536,Data Analyst - Proveedor de servicios por hora,Lloyds Banking Group,41.408 £/año,London,41,Yearly,81180,Not determined
537,Data Analyst,HSBC Holdings,34.728 £/año,London,35,Yearly,38500,Not determined
538,Data Analyst,J.P. Morgan,47.694 £/año,London,48,Yearly,52800,Not determined
539,Data Analyst,Royal Bank of Scotland,52.118 £/año,London,52,Yearly,57200,Not determined
540,Data Analyst,BBC,40.274 £/año,London,40,Yearly,44000,Not determined
541,Data Analyst,GlaxoSmithKline,39 £/h,London,39,Hourly,42900,Not determined
542,Data Analyst,GlaxoSmithKline,2.378 £/mes,London,2,Monthly,26400,Not determined
543,Data Analyst - Proveedor de servicios,GlaxoSmithKline,43.166 £/año,London,43,Yearly,47300,Not determined
544,Data Analyst,Bloomberg L.P.,10 £/h,London,10,Hourly,11000,Not determined
545,Data Analyst,British Airways,40.000 £/año,London,40,Yearly,44000,Not determined
546,Data Analyst,Apple,51.272 £/año,London,51,Yearly,56100,Not determined
547,Data Analyst,Microsoft,45.061 £/año,London,45,Yearly,49500,Not determined
548,Data Analyst,Thomson Reuters,33.806 £/año,London,34,Yearly,37400,Not determined
549,Data Analyst,Google,44.054 £/año,London,44,Yearly,48400,Not determined
550,Data Analyst,British Gas,33.917 £/año,London,34,Yearly,37400,Not determined
551,Data Analyst,Transport for London,31.583 £/año,London,32,Yearly,35200,Not determined
552,Data Analyst,Shell,39.793 £/año,London,40,Yearly,44000,Not determined
553,Data Analyst,IHS Markit,31.240 £/año,London,31,Yearly,34100,Not determined
554,Data Analyst,Metro Bank,42.518 £/año,London,43,Yearly,47300,Not determined
555,Data Analyst,Pearson,30.083 £/año,London,30,Yearly,33000,Not determined
556,Data Analyst,Aon,33.683 £/año,London,34,Yearly,37400,Not determined
557,Data Analyst,Worldpay,35.687 £/año,London,36,Yearly,39600,Not determined
558,Data Analyst,dunnhumby,44.096 £/año,London,44,Yearly,48400,Not determined
559,Data Analyst,Diageo,31.521 £/año,London,32,Yearly,35200,Not determined
560,Data Analyst,Capital One,35.774 £/año,London,36,Yearly,39600,Not determined
561,Data Analyst,JLL,32.257 £/año,London,32,Yearly,35200,Not determined
562,Data Analyst,Legal & General,42.751 £/año,London,43,Yearly,47300,Not determined
563,Data Analyst,Kantar Worldpanel,26.602 £/año,London,27,Yearly,29700,Not determined
564,Data Analyst,Mindshare,27.414 £/año,London,27,Yearly,29700,Not determined
565,Data Analyst,AIG,48.604 £/año,London,49,Yearly,53900,Not determined
566,Data Analyst,Elsevier,52.386 £/año,London,52,Yearly,57200,Not determined
567,Data Analyst,Guardian News & Media,41.914 £/año,London,42,Yearly,46200,Not determined
568,Data Analyst,RM,30.703 £/año,London,31,Yearly,34100,Not determined
569,Data Analyst,Office for National Statistics,23.014 £/año,London,23,Yearly,25300,Not determined
570,Data Analyst,University of London,29.668 £/año,London,30,Yearly,33000,Not determined
571,Data Analyst,TP ICAP,26.342 £/año,London,26,Yearly,28600,Not determined
572,Data Analyst,PHD Worldwide,24.365 £/año,London,24,Yearly,26400,Not determined
573,Data Analyst,Sparta Global,25.035 £/año,London,25,Yearly,27500,Not determined
574,Data Analyst,Aimia,38.645 £/año,London,39,Yearly,42900,Not determined
575,Data Analyst,Argus Media,47.458 £/año,London,47,Yearly,51700,Not determined
576,Data Analyst,Notting Hill Genesis,31.048 £/año,London,31,Yearly,34100,Not determined
577,Data Analyst,NaturalMotion,36.488 £/año,London,36,Yearly,39600,Not determined
578,Data Analyst,Lloyd's,54.650 £/año,London,55,Yearly,60500,Not determined
579,Data Analyst,Morningstar,15.707 £/año,London,16,Yearly,17600,Not determined
580,Data Analyst,Morningstar,30.078 £/año,London,30,Yearly,33000,Not determined
581,Data Analyst,Wilmington plc,23.306 £/año,London,23,Yearly,25300,Not determined
582,Data Analyst,Vrbo,47.437 £/año,London,47,Yearly,51700,Not determined
583,Data Analyst,London Metropolitan University,28.727 £/año,London,29,Yearly,31900,Not determined
584,Data Analyst,Brave Bison,47.281 £/año,London,47,Yearly,51700,Not determined
585,Data Analyst,Racing Post,30.616 £/año,London,31,Yearly,34100,Not determined
586,Data Analyst,JATO Dynamics,32.620 £/año,London,33,Yearly,36300,Not determined
587,Data Analyst,KPMG,26.026 €/año,Dublin,26,Yearly,26000,Not determined
588,Data Analyst,Accenture,28.414 €/año,Dublin,28,Yearly,28000,Not determined
589,Data Analyst,Aon,41.473 €/año,Dublin,41,Yearly,41000,Not determined
590,Data Analyst,Google,35.270 €/año,Dublin,35,Yearly,35000,Not determined
591,Data Analyst,Allied Irish Banks,45.723 €/año,Dublin,46,Yearly,46000,Not determined
592,Data Analyst,EY,34.384 €/año,Dublin,34,Yearly,34000,Not determined
593,Data Analyst,Bank of Ireland,32.655 €/año,Dublin,33,Yearly,33000,Not determined
594,Data Analyst,Paddy Power Betfair,34.659 €/año,Dublin,35,Yearly,35000,Not determined
595,Data Analyst,Groupon,61.697 €/año,Dublin,62,Yearly,62000,Not determined
596,Data Analyst,Intercontinental Exchange,26.156 €/año,Dublin,26,Yearly,26000,Not determined
597,Data Analyst,Fidelity Investments,37.792 €/año,Dublin,38,Yearly,38000,Not determined
598,Data Analyst,Infosys BPM,24.404 €/año,Dublin,24,Yearly,24000,Not determined
599,Data Analyst,ACIA,35.965 €/año,Dublin,36,Yearly,36000,Not determined
600,Data Analyst,Clavis Insight,31.969 €/año,Dublin,32,Yearly,32000,Not determined
601,Data Analyst,Interactive Data,24.410 €/año,Dublin,24,Yearly,24000,Not determined
602,Data Analyst - Proveedor de servicios,Google,23.693 €/año,Dublin,24,Yearly,24000,Not determined
603,Data Analyst - Proveedor de servicios por mes,Allied Irish Banks,8.022 €/mes,Dublin,8,Monthly,96000,Not determined
604,Data Analyst - Becario,EY,18.982 £/año,Dublin,19,Yearly,19000,Internship
605,Data Analyst - Proveedor de servicios,KPMG,26.026 €/año,Dublin,26,Yearly,26000,Not determined
606,Data Analyst,Facebook,63.188 €/año,Dublin,63,Yearly,63000,Not determined
607,Data Analyst,permanent tsb,41.302 €/año,Dublin,41,Yearly,41000,Not determined
608,Data Analyst,Deutsche Bank,60.568 €/año,Dublin,61,Yearly,61000,Not determined
609,Data Analyst,Bank of America,42.365 €/año,Dublin,42,Yearly,42000,Not determined
610,Data Analyst,Three Ireland,59.082 €/año,Dublin,59,Yearly,59000,Not determined
611,Data Analyst,ESBI,44.078 €/año,Dublin,44,Yearly,44000,Not determined
612,Data Analyst - Proveedor de servicios,Mylan Inc,40.155 €/año,Dublin,40,Yearly,40000,Not determined
613,Data Analyst,Central Bank of Ireland,47.622 €/año,Dublin,48,Yearly,48000,Not determined
614,Data Analyst,Allied Irish Bank (GB),28.720 €/año,Dublin,29,Yearly,29000,Not determined
615,Data Analyst,SSE,49.636 €/año,Dublin,50,Yearly,50000,Not determined
616,Data Analyst,Pocket Kings,33.842 €/año,Dublin,34,Yearly,34000,Not determined
617,Data Analyst,RSA Group,47.689 €/año,Dublin,48,Yearly,48000,Not determined
618,Data Analyst - Proveedor de servicios,Clavis Insight,37.536 €/año,Dublin,38,Yearly,38000,Not determined
619,Data Analyst - Por mes,Accenture,2.002 €/mes,Dublin,2,Monthly,24000,Not determined
620,Data Analyst,IBM,30.300 €/año,Dublin,30,Yearly,30000,Not determined
621,Data Analyst - Por mes,Allied Irish Banks,5.994 €/mes,Dublin,6,Monthly,72000,Not determined
622,Data Analyst,Microsoft,45.000 €/año,Dublin,45,Yearly,45000,Not determined
623,Data Analyst - Becario,EY,16.934 €/año,Dublin,17,Yearly,17000,Internship
624,Data Analyst - Becario,Deloitte,19.709 €/año,Dublin,20,Yearly,20000,Internship
625,Data Analyst - Proveedor de servicios,Deloitte,46.074 €/año,Dublin,46,Yearly,46000,Not determined
626,Data Analyst - Becario por mes,Bank of Ireland,1.822 €/mes,Dublin,2,Monthly,24000,Internship
627,Data Analyst,Salesforce,39.631 €/año,Dublin,40,Yearly,40000,Not determined
628,Data Analyst - Proveedor de servicios,PwC,23.906 €/año,Dublin,24,Yearly,24000,Not determined
629,Data Analyst - Becario,PwC,18.982 €/año,Dublin,19,Yearly,19000,Internship
630,Data Analyst - Proveedor de servicios por hora,CPL Resources,11 €/h,Dublin,11,Hourly,19800,Not determined
631,Data Analyst,Arvato,42.335 €/año,Dublin,42,Yearly,42000,Not determined
632,Data Analyst - Becario por mes,University College Dublin,1.401 €/mes,Dublin,1,Monthly,12000,Internship
633,Data Analyst - Proveedor de servicios,eircom,37.482 €/año,Dublin,37,Yearly,37000,Not determined
634,Data Analyst,eircom,43.828 €/año,Dublin,44,Yearly,44000,Not determined
635,Data Analyst,eircom,30.179 €/año,Dublin,30,Yearly,30000,Not determined
636,Data Analyst - Proveedor de servicios,Health Service Executive,41.960 €/año,Dublin,42,Yearly,42000,Not determined
637,Data Analyst,Health Service Executive,35.140 €/año,Dublin,35,Yearly,35000,Not determined
638,Data Analyst,Version 1,30.698 €/año,Dublin,31,Yearly,31000,Not determined
639,Data Analyst,Pfizer,38.125 €/año,Dublin,38,Yearly,38000,Not determined
640,Data Analyst - Por mes,Airbnb,2.278 €/mes,Dublin,2,Monthly,24000,Not determined
641,Data Analyst,Smartbox Worldwide,30.000 €/año,Dublin,30,Yearly,30000,Not determined
642,Data Analyst - Por mes,Kerry,2.463 €/mes,Dublin,2,Monthly,24000,Not determined
643,Data Analyst,CarTrawler,40.115 €/año,Dublin,40,Yearly,40000,Not determined
644,Data Analyst,Ryanair,28.084 €/año,Dublin,28,Yearly,28000,Not determined
645,Data Analyst - Becario,Deutsche Bank,22.066 €/año,Dublin,22,Yearly,22000,Internship
646,Data Analyst - Por hora,HCL Technologies,11 €/h,Dublin,11,Hourly,19800,Not determined
647,Data Analyst,Salesforce,39.631 €/año,Dublin,40,Yearly,40000,Not determined
648,Data Analyst - Proveedor de servicios,PwC,23.906 €/año,Dublin,24,Yearly,24000,Not determined
649,Data Analyst - Becario,PwC,18.982 €/año,Dublin,19,Yearly,19000,Internship
650,Data Analyst - Proveedor de servicios por hora,CPL Resources,11 €/h,Dublin,11,Hourly,19800,Not determined
651,Data Analyst,Arvato,42.335 €/año,Dublin,42,Yearly,42000,Not determined
652,Data Analyst - Becario por mes,University College Dublin,1.401 €/mes,Dublin,1,Monthly,12000,Internship
653,Data Analyst - Proveedor de servicios,eircom,37.482 €/año,Dublin,37,Yearly,37000,Not determined
654,Data Analyst,eircom,43.828 €/año,Dublin,44,Yearly,44000,Not determined
655,Data Analyst,eircom,30.179 €/año,Dublin,30,Yearly,30000,Not determined
656,Data Analyst - Proveedor de servicios,Health Service Executive,41.960 €/año,Dublin,42,Yearly,42000,Not determined
657,Data Analyst,Health Service Executive,35.140 €/año,Dublin,35,Yearly,35000,Not determined
658,Data Analyst,Version 1,30.698 €/año,Dublin,31,Yearly,31000,Not determined
659,Data Analyst,Pfizer,38.125 €/año,Dublin,38,Yearly,38000,Not determined
660,Data Analyst - Por mes,Airbnb,2.278 €/mes,Dublin,2,Monthly,24000,Not determined
661,Data Analyst,Smartbox Worldwide,30.000 €/año,Dublin,30,Yearly,30000,Not determined
662,Data Analyst - Por mes,Kerry,2.463 €/mes,Dublin,2,Monthly,24000,Not determined
663,Data Analyst,CarTrawler,40.115 €/año,Dublin,40,Yearly,40000,Not determined
664,Data Analyst,Ryanair,28.084 €/año,Dublin,28,Yearly,28000,Not determined
665,Data Analyst - Becario,Deutsche Bank,22.066 €/año,Dublin,22,Yearly,22000,Internship
666,Data Analyst - Por hora,HCL Technologies,11 €/h,Dublin,11,Hourly,19800,Not determined
667,Data Analyst,HCL Technologies,27.434 €/año,Dublin,27,Yearly,27000,Not determined
668,Data Analyst - Proveedor de servicios,Bank of America,30.090 €/año,Dublin,30,Yearly,30000,Not determined
669,Data Analyst,Susquehanna International Group (SIG),51.493 €/año,Dublin,51,Yearly,51000,Not determined
670,Data Analyst,Mylan Inc,53.102 €/año,Dublin,53,Yearly,53000,Not determined
671,Data Analyst,Aviva,24.476 €/año,Dublin,24,Yearly,24000,Not determined
672,Data Analyst - Proveedor de servicios por hora,Central Bank of Ireland,55 €/h,Dublin,55,Hourly,99000,Not determined
673,Data Analyst - Proveedor de servicios,Yahoo,56.622 €/año,Dublin,57,Yearly,57000,Not determined
674,Data Analyst - Proveedor de servicios,Allergan,31.643 €/año,Dublin,32,Yearly,32000,Not determined
675,Data Analyst - Proveedor de servicios,Davy,36.639 €/año,Dublin,37,Yearly,37000,Not determined
676,Data Analyst - Becario,Grant Thornton,17.552 €/año,Dublin,18,Yearly,18000,Internship
677,Data Analyst - Proveedor de servicios por hora,Davy,29 €/h,Dublin,29,Hourly,52200,Not determined
678,Data Analyst - Becario por mes,Royal College of Surgeons in Ireland,975 €/mes,Dublin,975,Monthly,11700,Internship
679,Data Analyst,GameStop,30.120 €/año,Dublin,30,Yearly,30000,Not determined
680,Data Analyst - Proveedor de servicios,Aon,32.191 €/año,Dublin,32,Yearly,32000,Not determined
681,Data Analyst,Sogeti,25.000 €/año,Dublin,25,Yearly,25000,Not determined
682,Data Analyst,Telefónica,45.269 €/año,Dublin,45,Yearly,45000,Not determined
683,Data Analyst,J.P. Morgan,34.591 €/año,Dublin,35,Yearly,35000,Not determined
684,Data Analyst,The AA,31.595 €/año,Dublin,32,Yearly,32000,Not determined
685,Data Analyst - Por hora,CBRE,15 £/h,Dublin,15,Hourly,27000,Not determined
686,Data Analyst - Proveedor de servicios,BNP Paribas,27.754 €/año,Dublin,28,Yearly,28000,Not determined
